INSTRUMENT_CD,INSTRUMENT_DESC,INSTRUMENT_TYPE,IS_ACTIVE
INS000651,Instrument INS000651,EQUITY,Y
INS000652,Instrument INS000652,BOND,Y
INS000653,Instrument INS000653,EQUITY,Y
INS000654,Instrument INS000654,BOND,Y
INS000655,Instrument INS000655,EQUITY,Y
INS000656,Instrument INS000656,EQUITY,Y
INS000657,Instrument INS000657,FX,Y
INS000658,Instrument INS000658,BOND,Y
INS000659,Instrument INS000659,BOND,Y
INS000660,Instrument INS000660,EQUITY,Y
INS000661,Instrument INS000661,FX,Y
INS000662,Instrument INS000662,EQUITY,Y
INS000663,Instrument INS000663,EQUITY,Y
INS000664,Instrument INS000664,BOND,Y
INS000665,Instrument INS000665,EQUITY,Y
INS000666,Instrument INS000666,FX,Y
INS000667,Instrument INS000667,EQUITY,Y
INS000668,Instrument INS000668,FX,Y
INS000669,Instrument INS000669,BOND,Y
INS000670,Instrument INS000670,BOND,Y
INS000671,Instrument INS000671,EQUITY,Y
INS000672,Instrument INS000672,FX,Y
INS000673,Instrument INS000673,BOND,Y
INS000674,Instrument INS000674,FX,Y
INS000675,Instrument INS000675,BOND,Y
INS000676,Instrument INS000676,BOND,Y
INS000677,Instrument INS000677,FX,Y
INS000678,Instrument INS000678,FX,Y
INS000679,Instrument INS000679,FX,Y
INS000680,Instrument INS000680,BOND,Y
INS000681,Instrument INS000681,FX,Y
INS000682,Instrument INS000682,EQUITY,Y
INS000683,Instrument INS000683,FX,Y
INS000684,Instrument INS000684,BOND,Y
INS000685,Instrument INS000685,FX,Y
INS000686,Instrument INS000686,FX,Y
INS000687,Instrument INS000687,FX,Y
INS000688,Instrument INS000688,EQUITY,Y
INS000689,Instrument INS000689,BOND,Y
INS000690,Instrument INS000690,EQUITY,Y
INS000691,Instrument INS000691,EQUITY,Y
INS000692,Instrument INS000692,BOND,Y
INS000693,Instrument INS000693,BOND,Y
INS000694,Instrument INS000694,FX,Y
INS000695,Instrument INS000695,BOND,Y
INS000696,Instrument INS000696,FX,Y
INS000697,Instrument INS000697,EQUITY,Y
INS000698,Instrument INS000698,FX,Y
INS000699,Instrument INS000699,BOND,Y
INS000700,Instrument INS000700,FX,Y
INS000701,Instrument INS000701,EQUITY,Y
INS000702,Instrument INS000702,BOND,Y
INS000703,Instrument INS000703,BOND,Y
INS000704,Instrument INS000704,FX,Y
INS000705,Instrument INS000705,FX,Y
INS000706,Instrument INS000706,FX,Y
INS000707,Instrument INS000707,EQUITY,Y
INS000708,Instrument INS000708,EQUITY,Y
INS000709,Instrument INS000709,BOND,Y
INS000710,Instrument INS000710,BOND,Y
INS000711,Instrument INS000711,EQUITY,Y
INS000712,Instrument INS000712,FX,Y
INS000713,Instrument INS000713,FX,Y
INS000714,Instrument INS000714,EQUITY,Y
INS000715,Instrument INS000715,FX,Y
INS000716,Instrument INS000716,EQUITY,Y
INS000717,Instrument INS000717,FX,Y
INS000718,Instrument INS000718,FX,Y
INS000719,Instrument INS000719,BOND,Y
INS000720,Instrument INS000720,FX,Y
INS000721,Instrument INS000721,FX,Y
INS000722,Instrument INS000722,EQUITY,Y
INS000723,Instrument INS000723,EQUITY,Y
INS000724,Instrument INS000724,EQUITY,Y
INS000725,Instrument INS000725,EQUITY,Y
INS000726,Instrument INS000726,FX,Y
INS000727,Instrument INS000727,EQUITY,Y
INS000728,Instrument INS000728,BOND,Y
INS000729,Instrument INS000729,EQUITY,Y
INS000730,Instrument INS000730,FX,Y
INS000731,Instrument INS000731,BOND,Y
INS000732,Instrument INS000732,FX,Y
INS000733,Instrument INS000733,BOND,Y
INS000734,Instrument INS000734,BOND,Y
INS000735,Instrument INS000735,BOND,Y
INS000736,Instrument INS000736,FX,Y
INS000737,Instrument INS000737,BOND,Y
INS000738,Instrument INS000738,FX,Y
INS000739,Instrument INS000739,BOND,Y
INS000740,Instrument INS000740,EQUITY,Y
INS000741,Instrument INS000741,EQUITY,Y
INS000742,Instrument INS000742,BOND,Y
INS000743,Instrument INS000743,BOND,Y
INS000744,Instrument INS000744,EQUITY,Y
INS000745,Instrument INS000745,EQUITY,Y
INS000746,Instrument INS000746,FX,Y
INS000747,Instrument INS000747,EQUITY,Y
INS000748,Instrument INS000748,FX,Y
INS000749,Instrument INS000749,BOND,Y
INS000750,Instrument INS000750,FX,Y
INS000751,Instrument INS000751,BOND,Y
INS000752,Instrument INS000752,FX,Y
INS000753,Instrument INS000753,FX,Y
INS000754,Instrument INS000754,FX,Y
INS000755,Instrument INS000755,BOND,Y
INS000756,Instrument INS000756,BOND,Y
INS000757,Instrument INS000757,FX,Y
INS000758,Instrument INS000758,BOND,Y
INS000759,Instrument INS000759,FX,Y
INS000760,Instrument INS000760,BOND,Y
INS000761,Instrument INS000761,FX,Y
INS000762,Instrument INS000762,EQUITY,Y
INS000763,Instrument INS000763,EQUITY,Y
INS000764,Instrument INS000764,FX,Y
INS000765,Instrument INS000765,BOND,Y
INS000766,Instrument INS000766,FX,Y
INS000767,Instrument INS000767,EQUITY,Y
INS000768,Instrument INS000768,EQUITY,Y
INS000769,Instrument INS000769,FX,Y
INS000770,Instrument INS000770,EQUITY,Y
INS000771,Instrument INS000771,FX,Y
INS000772,Instrument INS000772,EQUITY,Y
INS000773,Instrument INS000773,BOND,Y
INS000774,Instrument INS000774,BOND,Y
INS000775,Instrument INS000775,BOND,Y
INS000776,Instrument INS000776,FX,Y
INS000777,Instrument INS000777,FX,Y
INS000778,Instrument INS000778,BOND,Y
INS000779,Instrument INS000779,BOND,Y
INS000780,Instrument INS000780,BOND,Y
INS000781,Instrument INS000781,EQUITY,Y
INS000782,Instrument INS000782,BOND,Y
INS000783,Instrument INS000783,EQUITY,Y
INS000784,Instrument INS000784,BOND,Y
INS000785,Instrument INS000785,FX,Y
INS000786,Instrument INS000786,BOND,Y
INS000787,Instrument INS000787,EQUITY,Y
INS000788,Instrument INS000788,BOND,Y
INS000789,Instrument INS000789,EQUITY,Y
INS000790,Instrument INS000790,BOND,Y
INS000791,Instrument INS000791,EQUITY,Y
INS000792,Instrument INS000792,EQUITY,Y
INS000793,Instrument INS000793,BOND,Y
INS000794,Instrument INS000794,BOND,Y
INS000795,Instrument INS000795,FX,Y
INS000796,Instrument INS000796,FX,Y
INS000797,Instrument INS000797,FX,Y
INS000798,Instrument INS000798,EQUITY,Y
INS000799,Instrument INS000799,EQUITY,Y
INS000800,Instrument INS000800,FX,Y
INS000801,Instrument INS000801,FX,Y
INS000802,Instrument INS000802,BOND,Y
INS000803,Instrument INS000803,FX,Y
INS000804,Instrument INS000804,EQUITY,Y
INS000805,Instrument INS000805,BOND,Y
INS000806,Instrument INS000806,FX,Y
INS000807,Instrument INS000807,FX,Y
INS000808,Instrument INS000808,FX,Y
INS000809,Instrument INS000809,BOND,Y
INS000810,Instrument INS000810,BOND,Y
INS000811,Instrument INS000811,BOND,Y
INS000812,Instrument INS000812,FX,Y
INS000813,Instrument INS000813,BOND,Y
INS000814,Instrument INS000814,BOND,Y
INS000815,Instrument INS000815,BOND,Y
INS000816,Instrument INS000816,BOND,Y
INS000817,Instrument INS000817,EQUITY,Y
INS000818,Instrument INS000818,FX,Y
INS000819,Instrument INS000819,BOND,Y
INS000820,Instrument INS000820,EQUITY,Y
INS000821,Instrument INS000821,EQUITY,Y
INS000822,Instrument INS000822,FX,Y
INS000823,Instrument INS000823,FX,Y
INS000824,Instrument INS000824,BOND,Y
INS000825,Instrument INS000825,FX,Y
INS000826,Instrument INS000826,FX,Y
INS000827,Instrument INS000827,FX,Y
INS000828,Instrument INS000828,FX,Y
INS000829,Instrument INS000829,BOND,Y
INS000830,Instrument INS000830,EQUITY,Y
INS000831,Instrument INS000831,FX,Y
INS000832,Instrument INS000832,EQUITY,Y
INS000833,Instrument INS000833,EQUITY,Y
INS000834,Instrument INS000834,EQUITY,Y
INS000835,Instrument INS000835,FX,Y
INS000836,Instrument INS000836,FX,Y
INS000837,Instrument INS000837,BOND,Y
INS000838,Instrument INS000838,FX,Y
INS000839,Instrument INS000839,FX,Y
INS000840,Instrument INS000840,FX,Y
INS000841,Instrument INS000841,EQUITY,Y
INS000842,Instrument INS000842,BOND,Y
INS000843,Instrument INS000843,EQUITY,Y
INS000844,Instrument INS000844,BOND,Y
INS000845,Instrument INS000845,FX,Y
INS000846,Instrument INS000846,FX,Y
INS000847,Instrument INS000847,EQUITY,Y
INS000848,Instrument INS000848,EQUITY,Y
INS000849,Instrument INS000849,EQUITY,Y
INS000850,Instrument INS000850,BOND,Y
INS000851,Instrument INS000851,EQUITY,Y
INS000852,Instrument INS000852,FX,Y
INS000853,Instrument INS000853,BOND,Y
INS000854,Instrument INS000854,BOND,Y
INS000855,Instrument INS000855,FX,Y
INS000856,Instrument INS000856,EQUITY,Y
INS000857,Instrument INS000857,EQUITY,Y
INS000858,Instrument INS000858,FX,Y
INS000859,Instrument INS000859,FX,Y
INS000860,Instrument INS000860,FX,Y
INS000861,Instrument INS000861,FX,Y
INS000862,Instrument INS000862,BOND,Y
INS000863,Instrument INS000863,BOND,Y
INS000864,Instrument INS000864,EQUITY,Y
INS000865,Instrument INS000865,BOND,Y
INS000866,Instrument INS000866,BOND,Y
INS000867,Instrument INS000867,BOND,Y
INS000868,Instrument INS000868,FX,Y
INS000869,Instrument INS000869,BOND,Y
INS000870,Instrument INS000870,EQUITY,Y
INS000871,Instrument INS000871,BOND,Y
INS000872,Instrument INS000872,FX,Y
INS000873,Instrument INS000873,BOND,Y
INS000874,Instrument INS000874,EQUITY,Y
INS000875,Instrument INS000875,BOND,Y
INS000876,Instrument INS000876,EQUITY,Y
INS000877,Instrument INS000877,FX,Y
INS000878,Instrument INS000878,EQUITY,Y
INS000879,Instrument INS000879,EQUITY,Y
INS000880,Instrument INS000880,FX,Y
INS000881,Instrument INS000881,EQUITY,Y
INS000882,Instrument INS000882,BOND,Y
INS000883,Instrument INS000883,BOND,Y
INS000884,Instrument INS000884,EQUITY,Y
INS000885,Instrument INS000885,BOND,Y
INS000886,Instrument INS000886,BOND,Y
INS000887,Instrument INS000887,FX,Y
INS000888,Instrument INS000888,EQUITY,Y
INS000889,Instrument INS000889,BOND,Y
INS000890,Instrument INS000890,EQUITY,Y
INS000891,Instrument INS000891,EQUITY,Y
INS000892,Instrument INS000892,BOND,Y
INS000893,Instrument INS000893,FX,Y
INS000894,Instrument INS000894,FX,Y
INS000895,Instrument INS000895,EQUITY,Y
INS000896,Instrument INS000896,FX,Y
INS000897,Instrument INS000897,BOND,Y
INS000898,Instrument INS000898,BOND,Y
INS000899,Instrument INS000899,FX,Y
INS000900,Instrument INS000900,FX,Y
INS000901,Instrument INS000901,EQUITY,Y
INS000902,Instrument INS000902,FX,Y
INS000903,Instrument INS000903,EQUITY,Y
INS000904,Instrument INS000904,BOND,Y
INS000905,Instrument INS000905,FX,Y
INS000906,Instrument INS000906,EQUITY,Y
INS000907,Instrument INS000907,EQUITY,Y
INS000908,Instrument INS000908,EQUITY,Y
INS000909,Instrument INS000909,EQUITY,Y
INS000910,Instrument INS000910,BOND,Y
INS000911,Instrument INS000911,FX,Y
INS000912,Instrument INS000912,EQUITY,Y
INS000913,Instrument INS000913,FX,Y
INS000914,Instrument INS000914,FX,Y
INS000915,Instrument INS000915,BOND,Y
INS000916,Instrument INS000916,FX,Y
INS000917,Instrument INS000917,BOND,Y
INS000918,Instrument INS000918,BOND,Y
INS000919,Instrument INS000919,EQUITY,Y
INS000920,Instrument INS000920,BOND,Y
INS000921,Instrument INS000921,EQUITY,Y
INS000922,Instrument INS000922,BOND,Y
INS000923,Instrument INS000923,BOND,Y
INS000924,Instrument INS000924,FX,Y
INS000925,Instrument INS000925,EQUITY,Y
INS000926,Instrument INS000926,FX,Y
INS000927,Instrument INS000927,BOND,Y
INS000928,Instrument INS000928,EQUITY,Y
INS000929,Instrument INS000929,BOND,Y
INS000930,Instrument INS000930,BOND,Y
INS000931,Instrument INS000931,FX,Y
INS000932,Instrument INS000932,EQUITY,Y
INS000933,Instrument INS000933,EQUITY,Y
INS000934,Instrument INS000934,EQUITY,Y
INS000935,Instrument INS000935,BOND,Y
INS000936,Instrument INS000936,EQUITY,Y
INS000937,Instrument INS000937,BOND,Y
INS000938,Instrument INS000938,BOND,Y
INS000939,Instrument INS000939,BOND,Y
INS000940,Instrument INS000940,EQUITY,Y
INS000941,Instrument INS000941,FX,Y
INS000942,Instrument INS000942,BOND,Y
INS000943,Instrument INS000943,FX,Y
INS000944,Instrument INS000944,EQUITY,Y
INS000945,Instrument INS000945,EQUITY,Y
INS000946,Instrument INS000946,EQUITY,Y
INS000947,Instrument INS000947,EQUITY,Y
INS000948,Instrument INS000948,EQUITY,Y
INS000949,Instrument INS000949,FX,Y
INS000950,Instrument INS000950,EQUITY,Y
INS000951,Instrument INS000951,EQUITY,Y
INS000952,Instrument INS000952,EQUITY,Y
INS000953,Instrument INS000953,EQUITY,Y
INS000954,Instrument INS000954,EQUITY,Y
INS000955,Instrument INS000955,BOND,Y
INS000956,Instrument INS000956,BOND,Y
INS000957,Instrument INS000957,FX,Y
INS000958,Instrument INS000958,EQUITY,Y
INS000959,Instrument INS000959,FX,Y
INS000960,Instrument INS000960,FX,Y
INS000961,Instrument INS000961,EQUITY,Y
INS000962,Instrument INS000962,EQUITY,Y
INS000963,Instrument INS000963,BOND,Y
INS000964,Instrument INS000964,EQUITY,Y
INS000965,Instrument INS000965,BOND,Y
INS000966,Instrument INS000966,FX,Y
INS000967,Instrument INS000967,FX,Y
INS000968,Instrument INS000968,BOND,Y
INS000969,Instrument INS000969,BOND,Y
INS000970,Instrument INS000970,EQUITY,Y
INS000971,Instrument INS000971,BOND,Y
INS000972,Instrument INS000972,BOND,Y
INS000973,Instrument INS000973,EQUITY,Y
INS000974,Instrument INS000974,FX,Y
INS000975,Instrument INS000975,BOND,Y
INS000976,Instrument INS000976,EQUITY,Y
INS000977,Instrument INS000977,EQUITY,Y
INS000978,Instrument INS000978,BOND,Y
INS000979,Instrument INS000979,FX,Y
INS000980,Instrument INS000980,EQUITY,Y
INS000981,Instrument INS000981,BOND,Y
INS000982,Instrument INS000982,FX,Y
INS000983,Instrument INS000983,BOND,Y
INS000984,Instrument INS000984,EQUITY,Y
INS000985,Instrument INS000985,EQUITY,Y
INS000986,Instrument INS000986,EQUITY,Y
INS000987,Instrument INS000987,BOND,Y
INS000988,Instrument INS000988,EQUITY,Y
INS000989,Instrument INS000989,BOND,Y
INS000990,Instrument INS000990,FX,Y
INS000991,Instrument INS000991,FX,Y
INS000992,Instrument INS000992,FX,Y
INS000993,Instrument INS000993,FX,Y
INS000994,Instrument INS000994,EQUITY,Y
INS000995,Instrument INS000995,EQUITY,Y
INS000996,Instrument INS000996,BOND,Y
INS000997,Instrument INS000997,FX,Y
INS000998,Instrument INS000998,FX,Y
INS000999,Instrument INS000999,BOND,Y
INS001000,Instrument INS001000,BOND,Y
INS001001,Instrument INS001001,BOND,Y
INS001002,Instrument INS001002,BOND,Y
INS001003,Instrument INS001003,FX,Y
INS001004,Instrument INS001004,EQUITY,Y
INS001005,Instrument INS001005,FX,Y
INS001006,Instrument INS001006,BOND,Y
INS001007,Instrument INS001007,EQUITY,Y
INS001008,Instrument INS001008,FX,Y
INS001009,Instrument INS001009,BOND,Y
INS001010,Instrument INS001010,EQUITY,Y
INS001011,Instrument INS001011,EQUITY,Y
INS001012,Instrument INS001012,BOND,Y
INS001013,Instrument INS001013,EQUITY,Y
INS001014,Instrument INS001014,FX,Y
INS001015,Instrument INS001015,FX,Y
INS001016,Instrument INS001016,FX,Y
INS001017,Instrument INS001017,EQUITY,Y
INS001018,Instrument INS001018,EQUITY,Y
INS001019,Instrument INS001019,BOND,Y
INS001020,Instrument INS001020,BOND,Y
INS001021,Instrument INS001021,EQUITY,Y
INS001022,Instrument INS001022,FX,Y
INS001023,Instrument INS001023,EQUITY,Y
INS001024,Instrument INS001024,FX,Y
INS001025,Instrument INS001025,BOND,Y
INS001026,Instrument INS001026,EQUITY,Y
INS001027,Instrument INS001027,EQUITY,Y
INS001028,Instrument INS001028,EQUITY,Y
INS001029,Instrument INS001029,FX,Y
INS001030,Instrument INS001030,BOND,Y
INS001031,Instrument INS001031,FX,Y
INS001032,Instrument INS001032,BOND,Y
INS001033,Instrument INS001033,FX,Y
INS001034,Instrument INS001034,BOND,Y
INS001035,Instrument INS001035,FX,Y
INS001036,Instrument INS001036,EQUITY,Y
INS001037,Instrument INS001037,FX,Y
INS001038,Instrument INS001038,EQUITY,Y
INS001039,Instrument INS001039,EQUITY,Y
INS001040,Instrument INS001040,EQUITY,Y
INS001041,Instrument INS001041,FX,Y
INS001042,Instrument INS001042,EQUITY,Y
INS001043,Instrument INS001043,FX,Y
INS001044,Instrument INS001044,BOND,Y
INS001045,Instrument INS001045,FX,Y
INS001046,Instrument INS001046,FX,Y
INS001047,Instrument INS001047,FX,Y
INS001048,Instrument INS001048,BOND,Y
INS001049,Instrument INS001049,BOND,Y
INS001050,Instrument INS001050,BOND,Y
INS001051,Instrument INS001051,EQUITY,Y
INS001052,Instrument INS001052,FX,Y
INS001053,Instrument INS001053,FX,Y
INS001054,Instrument INS001054,EQUITY,Y
INS001055,Instrument INS001055,EQUITY,Y
INS001056,Instrument INS001056,FX,Y
INS001057,Instrument INS001057,EQUITY,Y
INS001058,Instrument INS001058,EQUITY,Y
INS001059,Instrument INS001059,BOND,Y
INS001060,Instrument INS001060,EQUITY,Y
INS001061,Instrument INS001061,EQUITY,Y
INS001062,Instrument INS001062,FX,Y
INS001063,Instrument INS001063,EQUITY,Y
INS001064,Instrument INS001064,EQUITY,Y
INS001065,Instrument INS001065,EQUITY,Y
INS001066,Instrument INS001066,BOND,Y
INS001067,Instrument INS001067,FX,Y
INS001068,Instrument INS001068,BOND,Y
INS001069,Instrument INS001069,EQUITY,Y
INS001070,Instrument INS001070,FX,Y
INS001071,Instrument INS001071,FX,Y
INS001072,Instrument INS001072,EQUITY,Y
INS001073,Instrument INS001073,BOND,Y
INS001074,Instrument INS001074,EQUITY,Y
INS001075,Instrument INS001075,BOND,Y
INS001076,Instrument INS001076,EQUITY,Y
INS001077,Instrument INS001077,FX,Y
INS001078,Instrument INS001078,FX,Y
INS001079,Instrument INS001079,BOND,Y
INS001080,Instrument INS001080,EQUITY,Y
INS001081,Instrument INS001081,BOND,Y
INS001082,Instrument INS001082,FX,Y
INS001083,Instrument INS001083,FX,Y
INS001084,Instrument INS001084,BOND,Y
INS001085,Instrument INS001085,BOND,Y
INS001086,Instrument INS001086,BOND,Y
INS001087,Instrument INS001087,BOND,Y
INS001088,Instrument INS001088,BOND,Y
INS001089,Instrument INS001089,EQUITY,Y
INS001090,Instrument INS001090,BOND,Y
INS001091,Instrument INS001091,BOND,Y
INS001092,Instrument INS001092,FX,Y
INS001093,Instrument INS001093,FX,Y
INS001094,Instrument INS001094,EQUITY,Y
INS001095,Instrument INS001095,BOND,Y
INS001096,Instrument INS001096,BOND,Y
INS001097,Instrument INS001097,FX,Y
INS001098,Instrument INS001098,FX,Y
INS001099,Instrument INS001099,FX,Y
INS001100,Instrument INS001100,BOND,Y
INS001101,Instrument INS001101,BOND,Y
INS001102,Instrument INS001102,EQUITY,Y
INS001103,Instrument INS001103,FX,Y
INS001104,Instrument INS001104,FX,Y
INS001105,Instrument INS001105,FX,Y
INS001106,Instrument INS001106,FX,Y
INS001107,Instrument INS001107,FX,Y
INS001108,Instrument INS001108,BOND,Y
INS001109,Instrument INS001109,BOND,Y
INS001110,Instrument INS001110,FX,Y
INS001111,Instrument INS001111,FX,Y
INS001112,Instrument INS001112,BOND,Y
INS001113,Instrument INS001113,BOND,Y
INS001114,Instrument INS001114,EQUITY,Y
INS001115,Instrument INS001115,BOND,Y
INS001116,Instrument INS001116,EQUITY,Y
INS001117,Instrument INS001117,FX,Y
INS001118,Instrument INS001118,FX,Y
INS001119,Instrument INS001119,FX,Y
INS001120,Instrument INS001120,BOND,Y
INS001121,Instrument INS001121,BOND,Y
INS001122,Instrument INS001122,FX,Y
INS001123,Instrument INS001123,FX,Y
INS001124,Instrument INS001124,EQUITY,Y
INS001125,Instrument INS001125,BOND,Y
INS001126,Instrument INS001126,BOND,Y
INS001127,Instrument INS001127,EQUITY,Y
INS001128,Instrument INS001128,FX,Y
INS001129,Instrument INS001129,FX,Y
INS001130,Instrument INS001130,BOND,Y
INS001131,Instrument INS001131,BOND,Y
INS001132,Instrument INS001132,FX,Y
INS001133,Instrument INS001133,EQUITY,Y
INS001134,Instrument INS001134,EQUITY,Y
INS001135,Instrument INS001135,EQUITY,Y
INS001136,Instrument INS001136,BOND,Y
INS001137,Instrument INS001137,EQUITY,Y
INS001138,Instrument INS001138,BOND,Y
INS001139,Instrument INS001139,BOND,Y
INS001140,Instrument INS001140,FX,Y
INS001141,Instrument INS001141,FX,Y
INS001142,Instrument INS001142,EQUITY,Y
INS001143,Instrument INS001143,EQUITY,Y
INS001144,Instrument INS001144,BOND,Y
INS001145,Instrument INS001145,FX,Y
INS001146,Instrument INS001146,FX,Y
INS001147,Instrument INS001147,BOND,Y
INS001148,Instrument INS001148,EQUITY,Y
INS001149,Instrument INS001149,EQUITY,Y
INS001150,Instrument INS001150,BOND,Y
INS001151,Instrument INS001151,FX,Y
INS001152,Instrument INS001152,BOND,Y
INS001153,Instrument INS001153,BOND,Y
INS001154,Instrument INS001154,EQUITY,Y
INS001155,Instrument INS001155,FX,Y
INS001156,Instrument INS001156,EQUITY,Y
INS001157,Instrument INS001157,EQUITY,Y
INS001158,Instrument INS001158,FX,Y
INS001159,Instrument INS001159,EQUITY,Y
INS001160,Instrument INS001160,BOND,Y
INS001161,Instrument INS001161,BOND,Y
INS001162,Instrument INS001162,FX,Y
INS001163,Instrument INS001163,BOND,Y
INS001164,Instrument INS001164,BOND,Y
INS001165,Instrument INS001165,BOND,Y
INS001166,Instrument INS001166,BOND,Y
INS001167,Instrument INS001167,EQUITY,Y
INS001168,Instrument INS001168,BOND,Y
INS001169,Instrument INS001169,FX,Y
INS001170,Instrument INS001170,EQUITY,Y
INS001171,Instrument INS001171,BOND,Y
INS001172,Instrument INS001172,BOND,Y
INS001173,Instrument INS001173,FX,Y
INS001174,Instrument INS001174,EQUITY,Y
INS001175,Instrument INS001175,BOND,Y
INS001176,Instrument INS001176,FX,Y
INS001177,Instrument INS001177,EQUITY,Y
INS001178,Instrument INS001178,EQUITY,Y
INS001179,Instrument INS001179,BOND,Y
INS001180,Instrument INS001180,FX,Y
INS001181,Instrument INS001181,FX,Y
INS001182,Instrument INS001182,BOND,Y
INS001183,Instrument INS001183,BOND,Y
